#Observation	name	definition	A.1	A.2	B.1	B.2
K08220	FLVCR, SLC49A1_2	MFS transporter, FLVCR family, feline leukemia virus subgroup C receptor-related protein	1	0	0	0
K15460	yfiC, trmX	tRNA1Val (adenine37-N6)-methyltransferase [EC:2.1.1.223]	2	0	0	0
K14645	K14645	serine protease [EC:3.4.21.-]	2	0	0	0
K05368	fre, ubiB	NAD(P)H-flavin reductase [EC:1.5.1.41]	1	0	0	0
K05362	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase [EC:6.3.2.7]	1	0	0	0
K02404	flhF	flagellar biosynthesis protein FlhF	1	0	0	0
K14807	DDX51, DBP6	ATP-dependent RNA helicase DDX51/DBP6 [EC:3.6.4.13]	1	0	0	0
K02081	agaR	DeoR family transcriptional regulator, aga operon transcriptional repressor	1	0	0	0
K17680	PEO1	twinkle protein [EC:3.6.4.12]	1	0	0	0
K12957	ahr	alcohol/geraniol dehydrogenase (NADP+) [EC:1.1.1.2 1.1.1.183]	1	0	0	0
K03937	NDUFS4	NADH dehydrogenase (ubiquinone) Fe-S protein 4	1	0	0	0
K03208	wcaI	colanic acid biosynthesis glycosyl transferase WcaI	1	0	0	0
K06149	uspA	universal stress protein A	1	0	0	0
K01851	pchA	salicylate biosynthesis isochorismate synthase [EC:5.4.4.2]	1	0	0	0
K17382	LACTB	serine beta-lactamase-like protein LACTB, mitochondrial	1	0	0	0
K01521	cdh	CDP-diacylglycerol pyrophosphatase [EC:3.6.1.26]	1	0	0	0
K02617	paaY	phenylacetic acid degradation protein	1	0	0	0
K19036	IGHMBP2	ATP-dependent RNA/DNA helicase IGHMBP2 [EC:3.6.4.12 3.6.4.13]	1	0	0	0
K11606	sitD	manganese/iron transport system permease protein	1	0	0	0
K16079	omp31	outer membrane immunogenic protein	1	0	0	0
K07232	CHAC, chaC	glutathione-specific gamma-glutamylcyclotransferase [EC:4.3.2.7]	1	0	0	0
K09689	kpsT	capsular polysaccharide transport system ATP-binding protein [EC:7.6.2.12]	1	0	0	0
K16645	hbhA	heparin binding hemagglutinin HbhA	1	0	0	0
K11391	rlmG	23S rRNA (guanine1835-N2)-methyltransferase [EC:2.1.1.174]	1	0	0	0
K04024	eutJ	ethanolamine utilization protein EutJ	1	0	0	0
K15383	K15383	MtN3 and saliva related transmembrane protein	1	0	0	0
K04798	pfdB, PFDN6	prefoldin beta subunit	1	0	0	0
K04794	PTH2	peptidyl-tRNA hydrolase, PTH2 family [EC:3.1.1.29]	1	0	0	0
K01304	pcp	pyroglutamyl-peptidase [EC:3.4.19.3]	1	0	0	0
K05544	DUS3	tRNA-dihydrouridine synthase 3 [EC:1.3.1.89]	1	0	0	0
K15497	wtpC	molybdate/tungstate transport system ATP-binding protein [EC:7.3.2.5 7.3.2.6]	2	0	0	0
K07697	kinB	two-component system, sporulation sensor kinase B [EC:2.7.13.3]	1	0	0	0
K05770	TSPO, BZRP	translocator protein	2	0	0	0
K00909	GRK1_7	rhodopsin kinase [EC:2.7.11.14]	1	0	0	0
K18023	mbhJ	membrane-bound hydrogenase subunit mbhJ [EC:1.12.7.2]	1	0	0	0
K14168	CTU1, NCS6	cytoplasmic tRNA 2-thiolation protein 1 [EC:2.7.7.-]	1	0	0	0
K14810	DDX56, DBP9	ATP-dependent RNA helicase DDX56/DBP9 [EC:3.6.4.13]	3	0	0	0
K12940	abgA	aminobenzoyl-glutamate utilization protein A	1	0	0	0
K03923	mdaB	NADPH dehydrogenase (quinone) [EC:1.6.5.10]	1	0	0	0
K20615	vioD	capreomycidine synthase [EC:4.2.1.145]	1	0	0	0
K02340	holA	DNA polymerase III subunit delta [EC:2.7.7.7]	1	0	0	0
K13566	NIT2, yafV	omega-amidase [EC:3.5.1.3]	1	0	0	0
K13961	SLC9A4, NHE4	solute carrier family 9 (sodium/hydrogen exchanger), member 4	1	0	0	0
K03105	SRP19	signal recognition particle subunit SRP19	1	0	0	0
K20763	naaA	5-nitroanthranilic acid aminohydrolase [EC:3.5.99.8]	1	0	0	0
K11498	CENPE	centromeric protein E	1	0	0	0
K19719	COL2A	collagen type II alpha	1	0	0	0
K00319	mtd	methylenetetrahydromethanopterin dehydrogenase [EC:1.5.98.1]	1	0	0	0
K17231	IYD, DEHAL1	iodotyrosine deiodinase [EC:1.21.1.1]	1	0	0	0
K07068	K07068	uncharacterized protein	2	0	0	0
K16007	oleAI	8,8a-deoxyoleandolide synthase 1	1	0	0	0
K10780	fabL	enoyl-[acyl-carrier protein] reductase III [EC:1.3.1.104]	1	0	0	0
K01513	ENPP1_3, CD203	ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3 [EC:3.1.4.1 3.6.1.9]	1	0	0	0
K00869	E2.7.1.36, MVK, mvaK1	mevalonate kinase [EC:2.7.1.36]	2	0	0	0
K02922	RP-L37e, RPL37	large subunit ribosomal protein L37e	1	0	0	0
K01218	gmuG	mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]	1	0	0	0
K15711	SMARCA3, HLTF	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A3 [EC:3.6.4.- 2.3.2.27]	1	0	0	0
K14829	IPI3	pre-rRNA-processing protein IPI3	1	0	0	0
K19810	epmB	L-lysine 2,3-aminomutase [EC:5.4.3.-]	1	0	0	0
K00569	TPMT, tpmT	thiopurine S-methyltransferase [EC:2.1.1.67]	1	0	0	0
K00350	nqrE	Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1]	1	0	0	0
K15303	AKR7	aflatoxin B1 aldehyde reductase	1	0	0	0
K13573	pafC	proteasome accessory factor C	1	0	0	0
K08804	STK17	serine/threonine kinase 17 [EC:2.7.11.1]	1	0	0	0
K17472	cymR	Rrf2 family transcriptional regulator, cysteine metabolism repressor	1	0	0	0
K19583	GK5	putative glycerol kinase 5 [EC:2.7.1.30]	1	0	0	0
K13239	ECI2, PECI	Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]	1	0	0	0
K13886	CORO1B_1C_6	coronin-1B/1C/6	1	0	0	0
K13884	MARCO	macrophage receptor with collagenous structure	1	0	0	0
K01147	rnb	exoribonuclease II [EC:3.1.13.1]	1	0	0	0
K18384	L3HYPDH	trans-L-3-hydroxyproline dehydratase [EC:4.2.1.77]	1	0	0	0
K05641	ABCA1	ATP-binding cassette, subfamily A (ABC1), member 1	1	0	0	0
K00402	mcrG	methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]	1	0	0	0
K19804	lapB	lipopolysaccharide assembly protein B	1	0	0	0
K10537	araF	L-arabinose transport system substrate-binding protein	1	0	0	0
K06984	K06984	beta-ribofuranosylaminobenzene 5'-phosphate synthase [EC:2.4.2.54]	1	0	0	0
K10666	RNF5	E3 ubiquitin-protein ligase RNF5 [EC:2.3.2.27]	1	0	0	0
K15018	K15018	3-hydroxypropionyl-coenzyme A synthetase [EC:6.2.1.36]	1	0	0	0
K00071	HSD11B2	corticosteroid 11-beta-dehydrogenase isozyme 2 [EC:1.1.1.-]	1	0	0	0
K15125	fhaB	filamentous hemagglutinin	2	0	0	0
K01183	E3.2.1.14	chitinase [EC:3.2.1.14]	1	0	0	0
K17879	NUDT7	peroxisomal coenzyme A diphosphatase NUDT7 [EC:3.6.1.-]	1	0	0	0
K19355	MAN	mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]	1	0	0	0
K15766	absAa	2-aminobenzenesulfonate 2,3-dioxygenase subunit alpha [EC:1.14.12.14]	1	0	0	0
K02590	nifHD2, nifI2	nitrogen regulatory protein PII 2	1	0	0	0
K02980	RP-S29e, RPS29	small subunit ribosomal protein S29e	1	0	0	0
K02981	RP-S2e, RPS2	small subunit ribosomal protein S2e	1	0	0	0
K06868	sepcysS	Sep-tRNA:Cys-tRNA synthetase [EC:2.5.1.73]	1	0	0	0
K02183	CALM	calmodulin	1	0	0	0
K16843	slcC	(S)-sulfolactate dehydrogenase [EC:1.1.1.310]	1	0	0	0
K17260	ACTR2, ARP2	actin-related protein 2	1	0	0	0
K07262	pbpG	serine-type D-Ala-D-Ala endopeptidase (penicillin-binding protein 7) [EC:3.4.21.-]	1	0	0	0
K09454	GABPB	GA-binding protein transcription factor, beta	1	0	0	0
K16555	exoO	succinoglycan biosynthesis protein ExoO [EC:2.4.-.-]	1	0	0	0
K07916	RAB7L1, RAB7L	Ras-related protein Rab-7L1	1	0	0	0
K10678	nfsA	nitroreductase [EC:1.-.-.-]	1	0	0	0
K21153	salL	adenosyl-chloride synthase [EC:2.5.1.94]	1	0	0	0
K10297	FBXO11	F-box protein 11	1	0	0	0
K08264	hdrD	heterodisulfide reductase subunit D [EC:1.8.98.1]	1	0	0	0
K01530	E7.6.2.1	phospholipid-translocating ATPase [EC:7.6.2.1]	1	0	0	0
K04484	radB	DNA repair protein RadB	1	0	0	0
K14607	SULF	extracellular sulfatase Sulf [EC:3.1.6.-]	1	0	0	0
K15739	vanB, vanA, vanD	D-alanine---(R)-lactate ligase [EC:6.1.2.1]	1	0	0	0
K07953	SAR1	GTP-binding protein SAR1 [EC:3.6.5.-]	1	0	0	0
K15256	cmoA	tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-]	1	0	0	0
K13042	bsmB	dimethylglycine N-methyltransferase [EC:2.1.1.161]	1	0	0	0
K07028	K07028	uncharacterized protein	1	0	0	0
K12355	REF1	coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]	1	0	0	0
K03626	EGD2, NACA	nascent polypeptide-associated complex subunit alpha	3	0	0	0
K03620	hyaC	Ni/Fe-hydrogenase 1 B-type cytochrome subunit	1	0	0	0
K06052	JAG1, CD339	jagged-1	1	0	0	0
K03027	RPC40, POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	1	0	0	0
K09884	AQPN	aquaporin rerated protein, invertebrate	1	0	0	0
K06875	PDCD5, TFAR19	programmed cell death protein 5	2	0	0	0
K18619	CORO7	coronin-7	1	0	0	0
K20141	cfiB	2-oxoglutarate carboxylase small subunit [EC:6.4.1.7]	3	0	0	0
K18501	hmeD	heterodisulfide reductase iron-sulfur subunit	2	0	0	0
K18500	hmeC	heterodisulfide reductase cytochrome b-like subunit	1	0	0	0
K15033	ICT1	peptidyl-tRNA hydrolase ICT1 [EC:3.1.1.29]	1	0	0	0
K15293	UNC13A_B_C, MUNC13	protein unc-13 A/B/C	1	0	0	0
K07014	K07014	uncharacterized protein	1	0	0	0
K03015	RPB7, POLR2G	DNA-directed RNA polymerase II subunit RPB7	1	0	0	0
K15105	SLC25A12_13, AGC	solute carrier family 25 (mitochondrial aspartate/glutamate transporter), member 12/13	1	0	0	0
K00437	hydB	[NiFe] hydrogenase large subunit [EC:1.12.2.1]	2	0	0	0
K14347	SLC10A7, P7	solute carrier family 10 (sodium/bile acid cotransporter), member 7	1	0	0	0
K01522	FHIT	bis(5'-adenosyl)-triphosphatase [EC:3.6.1.29]	1	0	0	0
K03567	gcvR	glycine cleavage system transcriptional repressor	1	0	0	0
K13342	PEX5, PXR1	peroxin-5	1	0	0	0
K08147	SLC2A10, GLUT10	MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 10	1	0	0	0
K02147	ATPeV1B, ATP6B	V-type H+-transporting ATPase subunit B	1	0	0	0
K17067	mdo	formaldehyde dismutase / methanol dehydrogenase [EC:1.2.98.1 1.1.99.37]	1	0	0	0
K03632	mukB	chromosome partition protein MukB	1	0	0	0
K10862	TDP1	tyrosyl-DNA phosphodiesterase 1 [EC:3.1.4.-]	1	0	0	0
K18883	ROMT	tricin synthase [EC:2.1.1.175]	1	0	0	0
K13381	chiA	bifunctional chitinase/lysozyme [EC:3.2.1.14 3.2.1.17]	2	0	0	0
K11693	femX, fmhB	peptidoglycan pentaglycine glycine transferase (the first glycine) [EC:2.3.2.16]	1	0	0	0
K07245	pcoD	copper resistance protein D	1	0	0	0
K20039	FDC1	phenacrylate decarboxylase [EC:4.1.1.102]	1	0	0	0
K07026	E3.1.3.70	mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70]	1	0	0	0
K00041	uxaB	tagaturonate reductase [EC:1.1.1.58]	1	0	0	0
K00040	uxuB	fructuronate reductase [EC:1.1.1.57]	1	0	0	0
K00731	C1GALT1	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase [EC:2.4.1.122]	1	0	0	0
K17995	hydG	sulfhydrogenase subunit gamma (sulfur reductase) [EC:1.12.98.4]	2	0	0	0
K17994	hydD	sulfhydrogenase subunit delta [EC:1.12.1.3 1.12.1.5]	1	0	0	0
K21745	adhR	MerR family transcriptional regulator, aldehyde-responsive regulator	1	0	0	0
K19107	tabB	putative acetyltransferase [EC:2.3.1.-]	1	0	0	0
K14293	KPNB1, IPO1	importin subunit beta-1	1	0	0	0
K07915	RAB28	Ras-related protein Rab-28	1	0	0	0
K00555	TRMT1, trm1	tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase [EC:2.1.1.215 2.1.1.216]	1	0	0	0
K00813	aspC	aspartate aminotransferase [EC:2.6.1.1]	1	0	0	0
K01173	ENDOG	endonuclease G, mitochondrial	2	0	0	0
K14578	nahAb, nagAb, ndoA, nbzAb, dntAb	naphthalene 1,2-dioxygenase ferredoxin component	1	0	0	0
K08305	mltB	membrane-bound lytic murein transglycosylase B [EC:4.2.2.-]	1	0	0	0
K00172	porC, porG	pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]	1	0	0	0
K11608	mtfabH	beta-ketoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	1	0	0	0
K01683	araD	D-arabinonate dehydratase [EC:4.2.1.5]	1	0	0	0
K21867	AKT, KAT, GORK, SKOR	potassium channel	1	0	0	0
K04855	CACNA1H, CAV3.2	voltage-dependent calcium channel T type alpha-1H	1	0	0	0
K08154	emrD	MFS transporter, DHA1 family, 2-module integral membrane pump EmrD	1	0	0	0
K06405	spoVAC	stage V sporulation protein AC	1	0	0	0
K21734	SLD	sphingolipid 8-(E/Z)-desaturase [EC:1.14.19.29]	1	0	0	0
K03825	aaaT	L-phenylalanine/L-methionine N-acetyltransferase [EC:2.3.1.53 2.3.1.-]	1	0	0	0
K08841	TESK1	testis-specific kinase 1 [EC:2.7.12.1]	1	0	0	0
K08859	STK35, PDIK1, CLIK1	serine/threonine kinase 35 [EC:2.7.11.1]	3	0	0	0
K19285	nfrA1	FMN reductase (NADPH) [EC:1.5.1.38]	1	0	0	0
K19029	PFKFB2	6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 2 [EC:2.7.1.105 3.1.3.46]	1	0	0	0
K14673	whiEII	putative monooxygenase	1	0	0	0
K19976	mntB	manganese transport system permease protein	1	0	0	0
K16013	cydD	ATP-binding cassette, subfamily C, bacterial CydD	2	0	0	0
K06927	DPH6	diphthine-ammonia ligase [EC:6.3.1.14]	1	0	0	0
K06928	NTPCR	nucleoside-triphosphatase [EC:3.6.1.15]	3	0	0	0
K10408	DNAH	dynein heavy chain, axonemal	2	0	0	0
K07727	K07727	putative transcriptional regulator	2	0	0	0
K05572	ndhA	NAD(P)H-quinone oxidoreductase subunit 1 [EC:7.1.1.2]	3	0	0	0
K14083	mttB	trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250]	1	0	0	0
K14563	NOP1, FBL	rRNA 2'-O-methyltransferase fibrillarin [EC:2.1.1.-]	1	0	0	0
K21989	TMEM63, CSC1	calcium permeable stress-gated cation channel	1	0	0	0
K01544	ATP12A	non-gastric H+/K+-exchanging ATPase [EC:7.2.2.19]	2	0	0	0
K02944	RP-LX, rplX	large subunit ribosomal protein LX	1	0	0	0
K03195	virB10, lvhB10	type IV secretion system protein VirB10	1	0	0	0
K01769	E4.6.1.2	guanylate cyclase, other [EC:4.6.1.2]	1	0	0	0
K02494	lolB	outer membrane lipoprotein LolB	1	0	0	0
K14780	DHX37, DHR1	ATP-dependent RNA helicase DHX37/DHR1 [EC:3.6.4.13]	1	0	0	0
K21726	npcA	4-nitrophenol 2-monooxygenase / 4-nitrocatechol 4-monooxygenase, oxygenase component [EC:1.14.13.29 1.14.13.166]	2	0	0	0
K02123	ATPVI, ntpI, atpI	V/A-type H+/Na+-transporting ATPase subunit I	1	0	0	0
K01229	LCT	lactase-phlorizin hydrolase [EC:3.2.1.108 3.2.1.62]	1	0	0	0
K00443	frhG	coenzyme F420 hydrogenase subunit gamma [EC:1.12.98.1]	2	0	0	0
K13780	SLC7A5, LAT1	solute carrier family 7 (L-type amino acid transporter), member 5	1	0	0	0
K03614	rnfD	Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D [EC:7.2.1.2]	1	0	0	0
K03612	rnfG	Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G	1	0	0	0
K20989	DUR3	urea-proton symporter	1	0	0	0
K06399	spoIVB	stage IV sporulation protein B [EC:3.4.21.116]	1	0	0	0
K06668	GIN4	serine/threonine-protein kinase GIN4 [EC:2.7.11.-]	1	0	0	0
K17319	lplB	putative aldouronate transport system permease protein	1	0	0	0
K11418	HDAC11	histone deacetylase 11 [EC:3.5.1.98]	1	0	0	0
K16370	pfkB	6-phosphofructokinase 2 [EC:2.7.1.11]	2	0	0	0
K14536	RIA1	ribosome assembly protein 1 [EC:3.6.5.-]	1	0	0	0
K00622	nat	arylamine N-acetyltransferase [EC:2.3.1.5]	1	0	0	0
K10008	gluA	glutamate transport system ATP-binding protein [EC:7.4.2.1]	3	0	0	0
K00081	CBR2	carbonyl reductase 2 [EC:1.1.1.184]	1	0	0	0
K15171	SUPT4H1, SPT4	transcription elongation factor SPT4	1	0	0	0
K18427	hpdB	4-hydroxyphenylacetate decarboxylase large subunit [EC:4.1.1.83]	2	0	0	0
K15773	hipB	HTH-type transcriptional regulator / antitoxin HipB	1	0	0	0
K14657	nodD	LysR family transcriptional regulator, nod-box dependent transcriptional activator	1	0	0	0
K03879	ND2	NADH-ubiquinone oxidoreductase chain 2 [EC:7.1.1.2]	1	0	0	0
K18057	pntD, penD, ptlD	pentalenolactone F synthase [EC:1.14.11.36]	1	0	0	0
K03843	ALG2	alpha-1,3/alpha-1,6-mannosyltransferase [EC:2.4.1.132 2.4.1.257]	2	0	0	0
K13798	rpoB	DNA-directed RNA polymerase subunit B [EC:2.7.7.6]	4	0	0	0
K02824	uraA, pyrP	uracil permease	1	0	0	0
K18431	legF, ptmB	CMP-N,N'-diacetyllegionaminic acid synthase [EC:2.7.7.82]	1	0	0	0
K03362	FBXW1_11, BTRC, beta-TRCP	F-box and WD-40 domain protein 1/11	1	0	0	0
K12891	SFRS2	splicing factor, arginine/serine-rich 2	1	0	0	0
K02624	pcaR	IclR family transcriptional regulator, pca regulon regulatory protein	2	0	0	0
K18652	ntdC	glucose-6-phosphate 3-dehydrogenase [EC:1.1.1.361]	1	0	0	0
K12041	SLC9A6_7, NHE6_7	solute carrier family 9 (sodium/hydrogen exchanger), member 6/7	1	0	0	0
K11066	E3.5.1.28D, amiD	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	2	0	0	0
K11531	lsrR	lsr operon transcriptional repressor	1	0	0	0
K11088	SNRPD3, SMD3	small nuclear ribonucleoprotein D3	1	0	0	0
K19658	ECH2	peroxisomal enoyl-CoA hydratase 2 [EC:4.2.1.119]	1	0	0	0
K05901	BLVRB	biliverdin reductase / flavin reductase [EC:1.3.1.24 1.5.1.30]	1	0	0	0
K17255	GDI1_2	Rab GDP dissociation inhibitor	1	0	0	0
K04084	dsbD, dipZ	thioredoxin:protein disulfide reductase [EC:1.8.4.16]	0	2	1	1
K18220	tetM, tetO	ribosomal protection tetracycline resistance protein	0	1	2	3
K05596	iciA	LysR family transcriptional regulator, chromosome initiation inhibitor	0	1	2	3
K15329	pksE	trans-AT polyketide synthase, acyltransferase and oxidoreductase domains	0	1	2	1
K01569	oxdD	oxalate decarboxylase [EC:4.1.1.2]	0	2	7	9
K03455	TC.KEF	monovalent cation:H+ antiporter-2, CPA2 family	0	3	5	2
K13018	wbpD, wlbB	UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate N-acetyltransferase [EC:2.3.1.201]	0	3	2	2
K18914	FDXR	adrenodoxin-NADP+ reductase [EC:1.18.1.6]	0	2	2	1
K22025	denD	D-erythronate 2-dehydrogenase [EC:1.1.1.410]	0	2	2	1
K16173	acd	glutaryl-CoA dehydrogenase (non-decarboxylating) [EC:1.3.99.32]	0	2	3	1
K03188	ureF	urease accessory protein	0	1	6	2
K21675	cdhC	caffeine dehydrogenase subunit gamma [EC:1.17.5.2]	0	1	1	3
K02613	paaE	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE	0	1	6	1
K21303	wecP	UDP-GalNAc:undecaprenyl-phosphate GalNAc-1-phosphate transferase [EC:2.7.8.40]	0	2	2	2
K18980	EO, FaQR	2-methylene-furan-3-one reductase [EC:1.3.1.105]	0	1	1	1
K07513	ACAA1	acetyl-CoA acyltransferase 1 [EC:2.3.1.16]	0	2	1	2
K07777	degS	two-component system, NarL family, sensor histidine kinase DegS [EC:2.7.13.3]	0	1	1	1
K05934	cobJ, cbiH	precorrin-3B C17-methyltransferase / cobalt-factor III methyltransferase [EC:2.1.1.131 2.1.1.272]	0	2	2	2
K00375	K00375	GntR family transcriptional regulator / MocR family aminotransferase	0	3	7	5
K01004	pcs	phosphatidylcholine synthase [EC:2.7.8.24]	0	2	1	1
K18125	ssgdh	aldose 1-dehydrogenase [NAD(P)+] [EC:1.1.1.359]	0	1	1	1
K18121	GLYR	glyoxylate/succinic semialdehyde reductase [EC:1.1.1.79 1.1.1.-]	0	1	2	2
K01134	ARSA	arylsulfatase A [EC:3.1.6.8]	0	2	2	1
K13181	DDX27, DRS1	ATP-dependent RNA helicase DDX27 [EC:3.6.4.13]	0	1	2	1
K02020	modA	molybdate transport system substrate-binding protein	0	2	2	5
K07130	kynB	arylformamidase [EC:3.5.1.9]	0	1	3	1
K12420	actIII, oxyJ, snoaD, aknA	ketoreductase [EC:1.1.1.-]	0	2	1	2
K12421	fadD9	fatty acid CoA ligase FadD9	0	1	4	4
K10914	crp	CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	0	1	4	2
K14286	AGXT2L1, ETNPPL	ethanolamine-phosphate phospho-lyase [EC:4.2.3.2]	0	2	1	3
K05827	lysX	[lysine-biosynthesis-protein LysW]---L-2-aminoadipate ligase [EC:6.3.2.43]	0	2	2	1
K01342	aprE	subtilisin [EC:3.4.21.62]	0	1	2	3
K11738	ansP	L-asparagine permease	0	1	1	1
K04333	csgD	LuxR family transcriptional regulator, csgAB operon transcriptional regulatory protein	0	1	2	2
K20470	mmpL3	trehalose monomycolate/heme transporter	0	3	5	3
K02058	ABC.SS.S	simple sugar transport system substrate-binding protein	0	4	2	2
K03472	epd	D-erythrose 4-phosphate dehydrogenase [EC:1.2.1.72]	0	4	3	1
K03471	rnhC	ribonuclease HIII [EC:3.1.26.4]	0	1	1	1
K03656	rep	ATP-dependent DNA helicase Rep [EC:3.6.4.12]	0	1	3	3
K13929	mdcA	malonate decarboxylase alpha subunit [EC:2.3.1.187]	0	4	2	4
K21678	hpnD	presqualene diphosphate synthase [EC:2.5.1.103]	0	9	3	2
K11294	NCL, NSR1	nucleolin	0	2	2	1
K22491	litR	MerR family transcriptional regulator, light-induced transcriptional regulator	0	1	2	1
K01482	DDAH, ddaH	dimethylargininase [EC:3.5.3.18]	0	1	1	1
K05549	benA-xylX	benzoate/toluate 1,2-dioxygenase subunit alpha [EC:1.14.12.10 1.14.12.-]	0	1	2	2
K03408	cheW	purine-binding chemotaxis protein CheW	0	4	3	2
K22107	kstR	TetR/AcrR family transcriptional regulator, cholesterol catabolism regulator	0	2	1	1
K11625	ydfJ	membrane protein YdfJ	0	2	4	4
K07098	K07098	uncharacterized protein	0	2	1	2
K17488	mptA	GTP cyclohydrolase IV [EC:3.5.4.39]	0	2	1	1
K10713	fae	5,6,7,8-tetrahydromethanopterin hydro-lyase [EC:4.2.1.147]	0	1	1	2
K10715	rpfC	two-component system, sensor histidine kinase RpfC [EC:2.7.13.3]	0	1	3	2
K07786	emrY	MFS transporter, DHA2 family, multidrug resistance protein	0	2	2	1
K06138	pqqD	pyrroloquinoline quinone biosynthesis protein D	0	3	1	4
K13612	pksL	polyketide synthase PksL	0	3	2	2
K18829	mvpT, vapB	antitoxin VapB	0	1	1	1
K06176	truD, PUS7	tRNA pseudouridine13 synthase [EC:5.4.99.27]	0	6	1	2
K13948	PTGR1, LTB4DH	prostaglandin reductase 1 [EC:1.3.1.74 1.3.1.48]	0	2	4	2
K13949	PTGR2, ZADH1	prostaglandin reductase 2 [EC:1.3.1.48]	0	2	3	2
K11610	mabA	beta-ketoacyl ACP reductase [EC:1.1.1.100]	0	2	2	1
K12703	novJ	novobiocin biosynthesis protein NovJ	0	3	2	1
K09873	TIP	aquaporin TIP	0	2	1	3
K21119	CYP130	cytochrome P450 family 130	0	1	2	2
K09016	rutG	putative pyrimidine permease RutG	0	1	1	1
K20238	E2.1.1.317	sphingolipid C9-methyltransferase [EC:2.1.1.317]	0	1	1	1
K02408	fliE	flagellar hook-basal body complex protein FliE	0	2	1	1
K01444	AGA, aspG	N4-(beta-N-acetylglucosaminyl)-L-asparaginase [EC:3.5.1.26]	0	2	2	4
K18012	kdd	L-erythro-3,5-diaminohexanoate dehydrogenase [EC:1.4.1.11]	0	1	1	1
K03337	iolB	5-deoxy-glucuronate isomerase [EC:5.3.1.30]	0	1	4	2
K03205	virD4, lvhD4	type IV secretion system protein VirD4 [EC:7.4.2.8]	0	1	1	2
K14664	ILR1	IAA-amino acid hydrolase [EC:3.5.1.-]	0	3	1	5
K11609	kasAB	beta-ketoacyl ACP synthase [EC:2.3.1.293 2.3.1.294]	0	5	7	2
K10557	lsrD	AI-2 transport system permease protein	0	1	1	1
K13954	yiaY	alcohol dehydrogenase [EC:1.1.1.1]	0	2	2	2
K11159	K11159	carotenoid cleavage oxygenase [EC:1.13.11.-]	0	1	1	1
K11150	RDH8	retinol dehydrogenase 8 [EC:1.1.1.-]	0	2	3	4
K22081	mgsA	methylamine---glutamate N-methyltransferase subunit A [EC:2.1.1.21]	0	1	3	1
K16795	PAFAH1B2_3	platelet-activating factor acetylhydrolase IB subunit beta/gamma [EC:3.1.1.47]	0	1	1	2
K13888	macA	membrane fusion protein, macrolide-specific efflux system	0	1	3	1
K07050	AARSD1, ALAX	misacylated tRNA(Ala) deacylase [EC:3.1.1.-]	0	1	1	1
K02650	pilA	type IV pilus assembly protein PilA	0	1	3	1
K15496	wtpB	molybdate/tungstate transport system permease protein	0	3	1	1
K15255	PIF1	ATP-dependent DNA helicase PIF1 [EC:3.6.4.12]	0	2	1	1
K04373	RPS6KA	ribosomal protein S6 kinase alpha-1/2/3/6 [EC:2.7.11.1]	0	2	3	1
K08172	shiA	MFS transporter, MHS family, shikimate and dehydroshikimate transport protein	0	1	1	2
K15655	srfAB, lchAB	surfactin family lipopeptide synthetase B	0	1	2	1
K02504	hofB	protein transport protein HofB	0	2	2	1
K22041	comR	TetR/AcrR family transcriptional regulator, copper-responsive repressor	0	1	2	3
K14729	FOX2	multifunctional beta-oxidation protein [EC:4.2.1.- 1.1.1.-]	0	1	1	1
K12381	ARSG	arylsulfatase G [EC:3.1.6.-]	0	3	2	1
K20814	dop	Pup amidohydrolase [EC:3.5.1.119]	0	4	9	4
K07336	K07336	PKHD-type hydroxylase [EC:1.14.11.-]	0	4	3	3
K16044	iolW	scyllo-inositol 2-dehydrogenase (NADP+) [EC:1.1.1.371]	0	1	1	2
K04752	glnK	nitrogen regulatory protein P-II 2	0	1	2	1
K06886	glbN	hemoglobin	0	4	1	2
K00485	FMO	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	0	1	1	1
